Tile_ID,centroid_lat,centroid_lon,TrainClass,RegionName,UIDs,Version
vkpd5q01vj01,67.884849,66.939912,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpeb0xyxcpg,68.163048,66.807861,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkps05xupbpz,68.223039,66.807861,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpsg9fdbh04,68.345068,66.954117,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpx4s76kfpf,68.754212,66.911416,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpt81xgrbrb,68.475596,66.807861,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpxeksg9gzf,68.8437,66.946306,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkrw54mtm4bm,69.974214,66.936479,negative,Yamal-Gydan tundra,9999,ARTS
vkxe8rermbxg,70.970181,66.812582,negative,Yamal-Gydan tundra,9999,ARTS
vkxs4gr99zpz,71.033774,66.92811,negative,Yamal-Gydan tundra,9999,ARTS
v7rex1vtq004,63.906999,67.112303,negative,West Siberian taiga,9999,ARTS
v6z9x8rx5uxy,60.735022,67.136936,negative,West Siberian taiga,9999,ARTS
v7xdmmu0zuxe,65.114747,67.033424,negative,West Siberian taiga,9999,ARTS
v7xtypgf212j,65.741208,67.065697,negative,West Siberian taiga,9999,ARTS
v7zsjx9e4nbn,66.838626,67.04072,negative,Yamal-Gydan tundra,9999,ARTS
v7zsn5zmj421,66.818345,67.070718,negative,Yamal-Gydan tundra,9999,ARTS
v7ztp0fs8cpb,66.977554,67.107968,negative,Yamal-Gydan tundra,9999,ARTS
v7zsuk01b08r,66.950988,66.983643,negative,Yamal-Gydan tundra,9999,ARTS
v7ztzhzvxjb3,67.13156,67.115436,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
v7ztmemj250p,67.035373,67.045441,negative,Yamal-Gydan tundra,9999,ARTS
v7zwh2b425br,67.152965,66.983643,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
v7zxk64uj581,67.379856,66.987634,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
v7zww4h62cpv,67.247707,67.066426,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
v7zwuzb1t084,67.323106,67.00583,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkp9szx921b4,67.805095,67.015915,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpdzexuxfpc,68.003408,67.137451,negative,Yamal-Gydan tundra,9999,ARTS
vkp8ph4nwgzf,67.523109,67.107539,negative,Yamal-Gydan tundra,9999,ARTS
v7zxznxwdh8h,67.492901,67.114878,negative,Yamal-Gydan tundra,9999,ARTS
vkp8sr012023,67.626559,66.983643,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpempmy2hbn,68.112214,67.024498,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpepsxvf105,68.053056,67.137194,negative,Yamal-Gydan tundra,9999,ARTS
vkpezr7md12q,68.199957,67.120028,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpezdxbxuxf,68.173023,67.137451,negative,Yamal-Gydan tundra,9999,ARTS
vkpszj2ujnb0,68.364523,67.105737,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpsvh3wbux9,68.35949,67.018704,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpts9u03p8j,68.476494,67.000165,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpwky132p84,68.631847,67.007332,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpwz62wg02j,68.700044,67.116294,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpxp4nyrgrg,68.742546,67.114105,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkrsk62h0pbm,69.666409,66.983643,negative,Yamal-Gydan tundra,9999,ARTS
vkrdyzxern80,69.43144,67.104106,negative,Yamal-Gydan tundra,9999,ARTS
vkrtp7kdk521,69.803413,67.12183,negative,Yamal-Gydan tundra,9999,ARTS
vkrtzspgxuxz,69.939591,67.137451,negative,Yamal-Gydan tundra,9999,ARTS
vkxdyjcgy10k,70.828134,67.063208,negative,Yamal-Gydan tundra,9999,ARTS
vkxejey8hyzu,70.86048,67.047715,negative,Yamal-Gydan tundra,9999,ARTS
vkxey2465n0h,70.972056,67.074752,negative,Yamal-Gydan tundra,9999,ARTS
vkxst7rvf40h,71.122367,67.038317,negative,Yamal-Gydan tundra,9999,ARTS
v7rbg9w5810n,63.421933,67.310486,negative,West Siberian taiga,9999,ARTS
v7zbf860rj00,66.227029,67.261348,negative,West Siberian taiga,9999,ARTS
v7xv1tcp4zre,65.599233,67.215857,negative,West Siberian taiga,9999,ARTS
v7xcgwpyxgpt,65.029209,67.313232,negative,West Siberian taiga,9999,ARTS
v7xcb7b0pczy,65.015727,67.159767,negative,West Siberian taiga,9999,ARTS
v7zg2g6m9zxu,66.683877,67.184572,negative,Yamal-Gydan tundra,9999,ARTS
v7zu10v30uxx,66.801192,67.199635,negative,Yamal-Gydan tundra,9999,ARTS
v7zgbgerkyry,66.773435,67.186074,negative,Yamal-Gydan tundra,9999,ARTS
v7zv2tj1tzpg,67.044363,67.177534,negative,Yamal-Gydan tundra,9999,ARTS
v7zfckd5xvxv,66.602499,67.206459,negative,West Siberian taiga,9999,ARTS
v7zfgd063yrf,66.588555,67.302675,negative,West Siberian taiga,9999,ARTS
v7zvetzzrvpw,67.093405,67.313232,negative,Yamal-Gydan tundra,9999,ARTS
v7zy1pbsq025,67.191741,67.193327,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
v7zyexr0y0b7,67.276287,67.312117,negative,Yamal-Gydan tundra,9999,ARTS
v7zz3cwmh526,67.37728,67.234097,negative,Yamal-Gydan tundra,9999,ARTS
v7zzg0qxpfpg,67.458641,67.289543,negative,Yamal-Gydan tundra,9999,ARTS
vkpbgszvrbrt,67.658832,67.313232,negative,Yamal-Gydan tundra,9999,ARTS
vkpbc90qsyxx,67.638481,67.214913,negative,Yamal-Gydan tundra,9999,ARTS
vkpf3sd3dzzv,67.920527,67.217574,negative,Yamal-Gydan tundra,9999,ARTS
vkpc3m4h8j0p,67.747993,67.206116,negative,Yamal-Gydan tundra,9999,ARTS
vkpfct5su0br,68.011685,67.219334,negative,Yamal-Gydan tundra,9999,ARTS
vkpve8pypbzw,68.467832,67.313232,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpu8dc1ubxy,68.306426,67.171998,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpy9gr0eyz8,68.660553,67.235126,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpy540zcfxf,68.567018,67.281389,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpvbsq0kuxs,68.534156,67.178864,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkrg3ntwrcxf,69.514326,67.200279,negative,Yamal-Gydan tundra,9999,ARTS
vkrf8kn1x481,69.367947,67.167964,negative,Yamal-Gydan tundra,9999,ARTS
vkru6w5f1fr9,69.686635,67.263536,negative,Yamal-Gydan tundra,9999,ARTS
vkru9xyjw48h,69.740796,67.222853,negative,Yamal-Gydan tundra,9999,ARTS
vkxb78pbpzrs,70.356485,67.313232,negative,Yamal-Gydan tundra,9999,ARTS
vkxg5dxyryp9,70.854682,67.313232,negative,Yamal-Gydan tundra,9999,ARTS
vkxffkqwyyrf,70.820437,67.256541,negative,Yamal-Gydan tundra,9999,ARTS
vkxbgqfbuhbj,70.48157,67.295208,negative,Yamal-Gydan tundra,9999,ARTS
vkxbg362cyr9,70.451365,67.294435,negative,Yamal-Gydan tundra,9999,ARTS
vkrz6swpuuxc,70.206738,67.266755,negative,Yamal-Gydan tundra,9999,ARTS
vkrzej1kpyxx,70.252798,67.282333,negative,Yamal-Gydan tundra,9999,ARTS
vkrz96s3cp8q,70.238684,67.209249,negative,Yamal-Gydan tundra,9999,ARTS
vkxu5dzcrzps,71.030984,67.313232,negative,Yamal-Gydan tundra,9999,ARTS
v6zvk4zuzzzc,61.407565,67.335205,negative,West Siberian taiga,9999,ARTS
v6zujk92cj0p,61.196751,67.38091,negative,West Siberian taiga,9999,ARTS
v6zyjmfpyux9,61.556378,67.382197,negative,West Siberian taiga,9999,ARTS
vkxuexzu6484,71.146831,67.312975,negative,Yamal-Gydan tundra,9999,ARTS
vkxu9q414gpe,71.136663,67.206244,negative,Yamal-Gydan tundra,9999,ARTS
v6zyypzd9h0j,61.698297,67.422452,negative,West Siberian taiga,9999,ARTS
v6zzn4xh4yzf,61.713675,67.421851,negative,West Siberian taiga,9999,ARTS
v7rgkvqrsvxt,63.882696,67.365975,negative,West Siberian taiga,9999,ARTS
v7xukmr26vxy,65.463483,67.34529,negative,West Siberian taiga,9999,ARTS
v7zgv5b3gvrf,66.773858,67.368679,negative,Yamal-Gydan tundra,9999,ARTS
v7zgkevk3zry,66.686408,67.353487,negative,Yamal-Gydan tundra,9999,ARTS
v7zushzyzcxy,66.912026,67.335205,negative,Yamal-Gydan tundra,9999,ARTS
v7zus35zhhb2,66.891486,67.340527,negative,Yamal-Gydan tundra,9999,ARTS
v7zyhek35j2m,67.166491,67.352157,negative,Yamal-Gydan tundra,9999,ARTS
v7zzkvw2ufpw,67.398517,67.365975,negative,Yamal-Gydan tundra,9999,ARTS
vkpbk1zvrypc,67.554492,67.335205,negative,Yamal-Gydan tundra,9999,ARTS
v7zztpj70j21,67.451105,67.375374,negative,Yamal-Gydan tundra,9999,ARTS
vkpcxy2524b1,67.798577,67.489014,negative,Yamal-Gydan tundra,9999,ARTS
v7zyxrgg55bk,67.279436,67.47232,negative,Yamal-Gydan tundra,9999,ARTS
v7zyyrwewzxs,67.322114,67.432322,negative,Yamal-Gydan tundra,9999,ARTS
vkpfpq99u1bq,67.887579,67.469273,negative,Yamal-Gydan tundra,9999,ARTS
vkpfz7skggpb,68.003456,67.473049,negative,Yamal-Gydan tundra,9999,ARTS
vkpcpv01b5b4,67.703568,67.489014,negative,Yamal-Gydan tundra,9999,ARTS
vkpchrn99gpb,67.714507,67.344217,negative,Yamal-Gydan tundra,9999,ARTS
vkpuz8eupp03,68.338432,67.483478,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpgwgx1tpb4,68.13476,67.454896,negative,Yamal-Gydan tundra,9999,ARTS
vkpgq1jeeury,68.077407,67.419834,negative,Yamal-Gydan tundra,9999,ARTS
vkpuqe3f2czc,68.265319,67.436528,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpunefbkyxv,68.223803,67.438073,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpvxzbj2524,68.510288,67.489014,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkpyqbt37h21,68.601617,67.452407,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vkrurg2nb404,69.672343,67.489014,negative,Yamal-Gydan tundra,9999,ARTS
vkrvu5xuxuxb,69.937015,67.335205,negative,Yamal-Gydan tundra,9999,ARTS
vkrzu675k00k,70.281473,67.339497,negative,Yamal-Gydan tundra,9999,ARTS
vkrzxz00848p,70.263162,67.489014,negative,Yamal-Gydan tundra,9999,ARTS
vkxcpu8p008p,70.514206,67.489014,negative,Yamal-Gydan tundra,9999,ARTS
vkxyj954ufrz,71.373166,67.394471,negative,Yamal-Gydan tundra,9999,ARTS
vkxvm673p0bn,71.247888,67.383914,negative,Yamal-Gydan tundra,9999,ARTS
vkxgwr24f182,70.96804,67.423182,negative,Yamal-Gydan tundra,9999,ARTS
vkxfmzy72cxz,70.751147,67.409749,negative,Yamal-Gydan tundra,9999,ARTS
ve0h8hzcrzpu,62.692361,67.510986,negative,West Siberian taiga,9999,ARTS
vdbpfd2qszpf,61.844568,67.610421,negative,West Siberian taiga,9999,ARTS
veb5dbfuf5bp,66.713941,67.624712,negative,Yamal-Gydan tundra,9999,ARTS
ve2pd5d1yn0j,64.619169,67.590895,negative,West Siberian taiga,9999,ARTS
vebh6ffufh21,66.856765,67.624712,negative,Yamal-Gydan tundra,9999,ARTS
vebhermyfbzx,66.925755,67.650847,negative,Yamal-Gydan tundra,9999,ARTS
vebj7vb1802j,67.048447,67.664795,negative,Yamal-Gydan tundra,9999,ARTS
vebhb66y1jb5,66.942132,67.514806,negative,Yamal-Gydan tundra,9999,ARTS
vebjeetunfrx,67.080473,67.662005,negative,Yamal-Gydan tundra,9999,ARTS
vs001ezuvbz9,67.521419,67.576818,negative,Yamal-Gydan tundra,9999,ARTS
vs00d1tenyrb,67.596679,67.595744,negative,Yamal-Gydan tundra,9999,ARTS
vebncu2q2h87,67.304717,67.577248,negative,Yamal-Gydan tundra,9999,ARTS
vs0heq5cqj27,68.324218,67.64823,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs042eqhxp04,67.914171,67.530513,negative,Yamal-Gydan tundra,9999,ARTS
vs0jfx9xx023,68.55323,67.612224,negative,Yamal-Gydan tundra,9999,ARTS
vs0j0cy46yrt,68.38894,67.541327,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs0hfp6d9n01,68.375248,67.591367,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs2j1uh4bbz8,69.807605,67.58244,negative,Yamal-Gydan tundra,9999,ARTS
vs2n3senb4b4,70.030776,67.570038,negative,Yamal-Gydan tundra,9999,ARTS
vs2p0w5k340j,70.170419,67.526479,negative,Yamal-Gydan tundra,9999,ARTS
vs801s099gps,70.334747,67.56669,negative,Yamal-Gydan tundra,9999,ARTS
vs2pes8s3fru,70.250071,67.654581,negative,Yamal-Gydan tundra,9999,ARTS
vs806rjqtcpf,70.396019,67.606344,negative,Yamal-Gydan tundra,9999,ARTS
vs84g5y46zzd,70.816926,67.640204,negative,Yamal-Gydan tundra,9999,ARTS
vs847vb00100,70.739599,67.664795,negative,Yamal-Gydan tundra,9999,ARTS
vs84dm8q8frg,70.783294,67.599263,negative,Yamal-Gydan tundra,9999,ARTS
vs81bt89spb4,70.650629,67.522831,negative,Yamal-Gydan tundra,9999,ARTS
vs85f7g0quxv,70.992347,67.603297,negative,Yamal-Gydan tundra,9999,ARTS
vs8hg9mgmbrd,71.154887,67.661962,negative,Yamal-Gydan tundra,9999,ARTS
vdb4j6e2dj8p,60.834162,67.735262,negative,West Siberian taiga,9999,ARTS
veb5m6jp0crz,66.677235,67.737622,negative,Yamal-Gydan tundra,9999,ARTS
ve0jsmju6j81,62.870022,67.69475,negative,West Siberian taiga,9999,ARTS
vebnkg2th5bm,67.211115,67.709599,negative,Yamal-Gydan tundra,9999,ARTS
vebhpsfjn18n,66.823835,67.832594,negative,Yamal-Gydan tundra,9999,ARTS
vebju3jzngre,67.111205,67.694964,negative,Yamal-Gydan tundra,9999,ARTS
vebhyce4qyzv,66.937374,67.801051,negative,Yamal-Gydan tundra,9999,ARTS
vebnz4ygxzzv,67.296023,67.81723,negative,Yamal-Gydan tundra,9999,ARTS
vs00zjgwwyxu,67.664573,67.812724,negative,Yamal-Gydan tundra,9999,ARTS
vs04z8su148j,67.986846,67.836156,negative,Yamal-Gydan tundra,9999,ARTS
vs05s70j258q,68.132635,67.686768,negative,Yamal-Gydan tundra,9999,ARTS
vs04jdyswyrc,67.867475,67.750926,negative,Yamal-Gydan tundra,9999,ARTS
vs01v34cwhbh,67.813394,67.734747,negative,Yamal-Gydan tundra,9999,ARTS
vebpz68gxj24,67.470417,67.819934,negative,Yamal-Gydan tundra,9999,ARTS
vebpxh5zkp81,67.435367,67.812939,negative,Yamal-Gydan tundra,9999,ARTS
vs05yjx72vpz,68.189978,67.773671,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs25syhdruxx,69.554855,67.715263,negative,Yamal-Gydan tundra,9999,ARTS
vs0hpwxfpbzb,68.239178,67.840576,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs0hz1hf4uzb,68.340823,67.814269,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs2hndr3jgpe,69.621923,67.795858,negative,Yamal-Gydan tundra,9999,ARTS
vs2jpd7v3027,69.798419,67.834783,negative,Yamal-Gydan tundra,9999,ARTS
vs2nmhrr2j0j,70.029501,67.729683,negative,Yamal-Gydan tundra,9999,ARTS
vs2jvqqehh84,69.951864,67.739811,negative,Yamal-Gydan tundra,9999,ARTS
vs2hmxfbufrt,69.696034,67.74569,negative,Yamal-Gydan tundra,9999,ARTS
vs2ntnvzxbzg,70.087199,67.727966,negative,Yamal-Gydan tundra,9999,ARTS
vs2px8xupypc,70.228075,67.840576,negative,Yamal-Gydan tundra,9999,ARTS
vs2pyqt13cx8,70.304483,67.78161,negative,Yamal-Gydan tundra,9999,ARTS
vs81nb2x1bx8,70.490859,67.797403,negative,Yamal-Gydan tundra,9999,ARTS
vs85n01phh00,70.841067,67.765217,negative,Yamal-Gydan tundra,9999,ARTS
vs85nfgh6j8m,70.85571,67.800837,negative,Yamal-Gydan tundra,9999,ARTS
vs85ytbebyxy,71.003945,67.786374,negative,Yamal-Gydan tundra,9999,ARTS
vs85rwzzxzzb,70.922197,67.840576,negative,Yamal-Gydan tundra,9999,ARTS
vs8hx9rgzyxc,71.111061,67.840576,negative,Yamal-Gydan tundra,9999,ARTS
vs8jk8bxb5bq,71.240823,67.698441,negative,Yamal-Gydan tundra,9999,ARTS
vs8jhm0n0pb6,71.219944,67.686768,negative,Yamal-Gydan tundra,9999,ARTS
vs8jmtkv6gxc,71.265111,67.748351,negative,Yamal-Gydan tundra,9999,ARTS
bd3smef7rcp8,58.424483,-155.145493,negative,Alaska Peninsula montane taiga,9999,ARTS
vs8jzj88efx9,71.353554,67.808475,negative,Yamal-Gydan tundra,9999,ARTS
vs8jtzjgjyxw,71.3183,67.760839,negative,Yamal-Gydan tundra,9999,ARTS
bdcdwrjsbyru,60.947505,-155.108371,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
bdcwk9qszjb4,61.575096,-155.183644,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
bdc9hqmmp48h,60.679736,-155.196347,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
be1sskbn8h07,62.693246,-155.203857,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
be39qv0nkczd,63.529525,-155.09378,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
be3wxdkgjzxw,64.436744,-155.054255,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
be99mypqth0r,64.941324,-155.127768,negative,Interior Yukon-Alaska alpine tundra,9999,ARTS
be3xmj5r6h2k,64.584398,-155.166349,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
be9sxkdhjh00,65.503943,-155.06906,negative,Interior Alaska-Yukon lowland taiga,9999,ARTS
bs39zdxzxcpb,69.228893,-155.050049,negative,Arctic foothills tundra,9999,ARTS
bs1ssddp2gzs,68.306014,-155.190082,negative,Brooks-British Range tundra,9999,ARTS
bs3skggwwyxg,69.675071,-155.176778,negative,Arctic foothills tundra,9999,ARTS
bs1wmm19juxg,68.626295,-155.157595,negative,Arctic foothills tundra,9999,ARTS
ve27gdzfryx8,63.955957,68.016357,negative,West Siberian taiga,9999,ARTS
vdbrceprqgzy,61.8488,67.927737,negative,West Siberian taiga,9999,ARTS
ve2k32xt7vpw,64.031996,67.916965,negative,West Siberian taiga,9999,ARTS
ve2r1xw97j2k,64.553161,67.926536,negative,West Siberian taiga,9999,ARTS
veb6brbn258j,66.620813,67.862549,negative,Yamal-Gydan tundra,9999,ARTS
veb6f02cyj2k,66.578851,67.940741,negative,West Siberian taiga,9999,ARTS
veb7g0e8nype,66.755709,67.988505,negative,Yamal-Gydan tundra,9999,ARTS
veb76dve0p85,66.680701,67.968979,negative,Yamal-Gydan tundra,9999,ARTS
veb730whbgre,66.668619,67.90379,negative,Yamal-Gydan tundra,9999,ARTS
vebm1evre12p,66.994551,67.924819,negative,Yamal-Gydan tundra,9999,ARTS
vebmdu1m9003,67.083464,67.974172,negative,Yamal-Gydan tundra,9999,ARTS
vebqe8bg45bj,67.240984,68.006487,negative,Yamal-Gydan tundra,9999,ARTS
vebq453mwcpz,67.167241,67.94147,negative,Yamal-Gydan tundra,9999,ARTS
vebmcq3pkvru,67.140098,67.908082,negative,Yamal-Gydan tundra,9999,ARTS
vebr74sghyxc,67.382447,67.990136,negative,Yamal-Gydan tundra,9999,ARTS
vs02dfmy9ur8,67.601389,67.980394,negative,Yamal-Gydan tundra,9999,ARTS
vs037nxueczb,67.756214,67.994213,negative,Yamal-Gydan tundra,9999,ARTS
vs064nj14zzz,67.884736,67.946448,negative,Yamal-Gydan tundra,9999,ARTS
vs06e6jjkpbh,67.951383,68.001423,negative,Yamal-Gydan tundra,9999,ARTS
vs0m2ydr4crg,68.459766,67.88774,negative,Northwest Russian-Novaya Zemlya tundra,9999,ARTS
vs27e8pcpvpw,69.521684,68.016357,negative,Yamal-Gydan tundra,9999,ARTS
vs071z84kbp9,68.068929,67.928681,negative,Yamal-Gydan tundra,9999,ARTS
vs2k6vux81b0,69.686203,67.978592,negative,Yamal-Gydan tundra,9999,ARTS
vs2m7dxgrfzt,69.843408,68.016357,negative,Yamal-Gydan tundra,9999,ARTS
vs2q2xc65vxx,70.047829,67.875423,negative,Yamal-Gydan tundra,9999,ARTS
vs2r2uhphupz,70.203861,67.890229,negative,Yamal-Gydan tundra,9999,ARTS
vs2mchm2gcrf,69.940474,67.902889,negative,Yamal-Gydan tundra,9999,ARTS
vs83b67sr40j,70.633218,67.867656,negative,Yamal-Gydan tundra,9999,ARTS
vs827d3vj521,70.369681,68.007989,negative,Yamal-Gydan tundra,9999,ARTS
vs864uuh6brb,70.690886,67.978034,negative,Yamal-Gydan tundra,9999,ARTS
vs2rfgsm0487,70.288653,67.978249,negative,Yamal-Gydan tundra,9999,ARTS
vs2rbvhcggpv,70.296338,67.891216,negative,Yamal-Gydan tundra,9999,ARTS
vs876py6s120,70.926797,67.948208,negative,Yamal-Gydan tundra,9999,ARTS
vs8kg9rgpvxw,71.154873,68.016357,negative,Yamal-Gydan tundra,9999,ARTS
vdbqjgqgdn0k,61.541924,68.113604,negative,West Siberian taiga,9999,ARTS
vs8q59dtq08j,71.376332,68.009062,negative,Yamal-Gydan tundra,9999,ARTS
veb3tes4vzpd,66.377158,68.099012,negative,West Siberian taiga,9999,ARTS
veb7t9ttsvxx,66.718199,68.101029,negative,Yamal-Gydan tundra,9999,ARTS
vebkjwwdmnbj,66.833004,68.102403,negative,Yamal-Gydan tundra,9999,ARTS
vebkuexhugrb,66.94877,68.059144,negative,Yamal-Gydan tundra,9999,ARTS
vebqvmf5uj0r,67.312531,68.085194,negative,Yamal-Gydan tundra,9999,ARTS
vebqmz00j583,67.230854,68.104463,negative,Yamal-Gydan tundra,9999,ARTS
vebrwnj3e02h,67.445328,68.122573,negative,Yamal-Gydan tundra,9999,ARTS
vebryjv0nbxv,67.487644,68.122401,negative,Yamal-Gydan tundra,9999,ARTS
vs03h5rzrzzv,67.694921,68.03833,negative,Yamal-Gydan tundra,9999,ARTS
vs03ws62puzu,67.787044,68.14064,negative,Yamal-Gydan tundra,9999,ARTS
vs07t3763fp9,68.122498,68.086824,negative,Yamal-Gydan tundra,9999,ARTS
vs06zds4hypy,67.997508,68.18686,negative,Yamal-Gydan tundra,9999,ARTS
vs06tv0xezp8,67.968244,68.105106,negative,Yamal-Gydan tundra,9999,ARTS
vs02t4uggnbp,67.603678,68.077941,negative,Yamal-Gydan tundra,9999,ARTS
vs02r7efrcxz,67.563567,68.175659,negative,Yamal-Gydan tundra,9999,ARTS
vs07u32c9n0p,68.166337,68.039403,negative,Yamal-Gydan tundra,9999,ARTS
vs26vseu212q,69.415105,68.098412,negative,Yamal-Gydan tundra,9999,ARTS
vs0kqj0m1482,68.275408,68.115621,negative,Yamal-Gydan tundra,9999,ARTS
vs0kpj4v7jb0,68.231523,68.163085,negative,Yamal-Gydan tundra,9999,ARTS
vs27whzpvhb1,69.548933,68.125062,negative,Yamal-Gydan tundra,9999,ARTS
vs2qq13njgzg,70.0128,68.116865,negative,Yamal-Gydan tundra,9999,ARTS
vs2rqw9cx0bj,70.216632,68.139911,negative,Yamal-Gydan tundra,9999,ARTS
vs82txsd5czv,70.441943,68.099613,negative,Yamal-Gydan tundra,9999,ARTS
vs2qvpyp2pb4,70.136632,68.079529,negative,Yamal-Gydan tundra,9999,ARTS
vs2quc5psupf,70.099576,68.064637,negative,Yamal-Gydan tundra,9999,ARTS
vs83pwypxure,70.526671,68.189735,negative,Yamal-Gydan tundra,9999,ARTS
vs86tteqd425,70.783294,68.097811,negative,Yamal-Gydan tundra,9999,ARTS
vs87j8nr5up8,70.841067,68.102016,negative,Yamal-Gydan tundra,9999,ARTS
vs8kvuhu1cxu,71.170129,68.110857,negative,Yamal-Gydan tundra,9999,ARTS
vs8mr8vpg5bq,71.240823,68.188148,negative,Yamal-Gydan tundra,9999,ARTS
vs8knquwxj2p,71.053849,68.132701,negative,Yamal-Gydan tundra,9999,ARTS
vs8kr9bxth0k,71.070493,68.182054,negative,Yamal-Gydan tundra,9999,ARTS
vs8qsys0sczw,71.49088,68.06601,negative,Yamal-Gydan tundra,9999,ARTS
vs8mxy2h8125,71.314409,68.192139,negative,Yamal-Gydan tundra,9999,ARTS
vs8mrz810n0j,71.276755,68.192139,negative,Yamal-Gydan tundra,9999,ARTS
ve0t63zwhfxy,62.808509,68.312516,negative,West Siberian taiga,9999,ARTS
veb9g328qupv,66.408299,68.346934,negative,West Siberian taiga,9999,ARTS
ve8e9pck1n0h,65.346026,68.24883,negative,West Siberian taiga,9999,ARTS
ve0x63c9tvze,63.159316,68.304319,negative,West Siberian taiga,9999,ARTS
vebdbw7mepb7,66.612467,68.22969,negative,Yamal-Gydan tundra,9999,ARTS
vebdc5rk1vpx,66.595716,68.257112,negative,Yamal-Gydan tundra,9999,ARTS
vebef2t0y0bj,66.75581,68.309126,negative,Yamal-Gydan tundra,9999,ARTS
vebt7m4v110j,67.044932,68.349767,negative,Yamal-Gydan tundra,9999,ARTS
vebsez2nb0bp,66.925755,68.36792,negative,Yamal-Gydan tundra,9999,ARTS
vebs6hc3y120,66.86722,68.29299,negative,Yamal-Gydan tundra,9999,ARTS
vebw14ctg421,67.164543,68.249259,negative,Yamal-Gydan tundra,9999,ARTS
vebxefbp2105,67.428466,68.36792,negative,Yamal-Gydan tundra,9999,ARTS
vebwgnvm8j0h,67.318324,68.342171,negative,Yamal-Gydan tundra,9999,ARTS
vs08fnr9m50n,67.6664,68.30153,negative,Yamal-Gydan tundra,9999,ARTS
vs0d5rr06cxy,67.89144,68.355689,negative,Yamal-Gydan tundra,9999,ARTS
vs0904zfzczy,67.69137,68.214111,negative,Yamal-Gydan tundra,9999,ARTS
vebxcxtxf50n,67.498601,68.276682,negative,Yamal-Gydan tundra,9999,ARTS
vs0d95h7e58k,67.956553,68.253036,negative,Yamal-Gydan tundra,9999,ARTS
vs2d579m5h23,69.27792,68.347793,negative,Yamal-Gydan tundra,9999,ARTS
vs2dbrjyfzrs,69.429299,68.222136,negative,Yamal-Gydan tundra,9999,ARTS
vs0e1cb2hupu,68.036979,68.280587,negative,Yamal-Gydan tundra,9999,ARTS
vs2e3dnt5zxy,69.489425,68.278141,negative,Yamal-Gydan tundra,9999,ARTS
vs2eg1n25404,69.570934,68.343673,negative,Yamal-Gydan tundra,9999,ARTS
vs2sb4xzpuxf,69.75617,68.214111,negative,Yamal-Gydan tundra,9999,ARTS
vs2s80xypczf,69.701052,68.214111,negative,Yamal-Gydan tundra,9999,ARTS
